Id,Complete Name,Department,Employement Status,Location,% terminated,Age,Birthdate,Gender,Hire Date,Jobtitle,Location City,Location State,Termdate
52-2383610,Calli Fee,Support,Active,HQ,0,26,02-10-1996,Male,30-04-2011,Research Assistant I,Cleveland,Ohio,
31-9520756,Merrill Daouse,Support,Active,HQ,0,35,06-06-1987,Male,27-01-2012,Research Assistant I,Cleveland,Ohio,
55-5987972,Mufinella Normandale,Support,Active,HQ,0,52,1/17/1970,Male,25-06-2015,Research Assistant I,Cleveland,Ohio,
68-0135492,Stanton Kingdom,Support,Active,HQ,0,28,6/28/1994,Male,31-10-2017,Research Assistant I,Cleveland,Ohio,
73-7977993,Sansone Jerosch,Support,Active,HQ,0,52,10-12-1970,Male,11-12-2017,Research Assistant I,Cleveland,Ohio,
98-2941473,Job Dronsfield,Support,Active,HQ,0,26,11-11-1996,Male,21-07-2018,Research Assistant I,Cleveland,Ohio,
13-9015542,Nickola Scardafield,Support,Terminated,HQ,0,41,09-04-1981,Male,01-08-2019,Research Assistant I,Cleveland,Ohio,
45-9846685,Netti Geekie,Support,Active,HQ,0,51,12-05-1971,Male,29-08-2019,Research Assistant I,Cleveland,Ohio,
84-6670108,Prentiss Hawlgarth,Support,Active,HQ,0,44,8/13/1978,Male,03-01-2001,Research Assistant II,Cleveland,Ohio,
20-4868590,Wat Wasmer,Support,Active,HQ,0,43,3/13/1979,Male,20-09-2001,Research Assistant II,Cleveland,Ohio,
81-1667980,Gena Yerrington,Support,Active,HQ,0,33,06-11-1989,Male,19-03-2002,Research Assistant II,Cleveland,Ohio,
79-9899698,Willie Copestick,Support,Active,HQ,0,24,03-02-1998,Male,05-02-2003,Research Assistant II,Cleveland,Ohio,
28-4763852,Gwenny Paunsford,Training,Active,HQ,0,25,02-06-1997,Male,19-02-2003,Research Assistant II,Cleveland,Ohio,
48-5596535,Tybalt Heigold,Training,Active,HQ,0,37,11-01-1985,Male,12-05-2004,Research Assistant II,Cleveland,Ohio,
36-2326552,Margy Bewsey,Training,Active,HQ,0,53,5/14/1969,Male,21-09-2004,Research Assistant II,Cleveland,Ohio,
10-8869040,Beilul Squibbs,Training,Active,HQ,0,26,8/17/1996,Male,07-05-2007,Research Assistant II,Cleveland,Ohio,
45-4106558,Clem O'Carroll,Training,Active,HQ,0,35,2/15/1987,Male,21-09-2007,Research Assistant II,Cleveland,Ohio,
95-1543255,Shawnee McIntosh,Training,Active,HQ,0,27,10/19/1995,Male,20-12-2007,Research Assistant II,Cleveland,Ohio,
28-2191911,Nonie Shirer,Training,Active,HQ,0,50,8/30/1972,Male,09-03-2008,Research Assistant II,Cleveland,Ohio,
58-8132025,Peria Iacobacci,Training,Active,HQ,0,45,06-10-1977,Male,05-08-2008,Research Assistant II,Cleveland,Ohio,
08-7010904,Devland Saphir,Training,Active,HQ,0,29,10/28/1993,Male,12-12-2008,Research Assistant II,Cleveland,Ohio,
06-3187575,Valentin Dilger,Training,Active,HQ,0,46,03-03-1976,Male,18-02-2009,Research Assistant II,Cleveland,Ohio,
05-2054796,Buffy Espinho,Training,Active,HQ,0,53,3/28/1969,Male,23-05-2009,Research Assistant II,Cleveland,Ohio,
95-9300175,Cristin Pawels,Training,Terminated,HQ,0,33,06-11-1989,Male,04-11-2009,Research Assistant II,Cleveland,Ohio,
62-3331735,Murielle Hambling,Training,Terminated,HQ,0,27,8/22/1995,Male,13-12-2009,Research Assistant II,Cleveland,Ohio,
45-3093321,Valentine Oaks,Training,Terminated,HQ,0,45,7/22/1977,Male,08-03-2010,Research Assistant II,Cleveland,Ohio,
58-7685769,Ruperto Stopper,Training,Active,HQ,0,44,5/17/1978,Male,27-10-2010,Research Assistant II,Cleveland,Ohio,
61-4407645,Angel Petow,Training,Active,HQ,0,45,08-09-1977,Male,18-05-2011,Research Assistant II,Cleveland,Ohio,
45-9856370,Frederique Wildey,Training,Active,HQ,0,32,11-06-1990,Male,04-06-2011,Research Assistant II,Cleveland,Ohio,
42-5519799,Armin Epps,Training,Active,HQ,0,53,5/28/1969,Male,01-04-2012,Research Assistant II,Cleveland,Ohio,
11-8485392,Hercules Studders,Training,Active,HQ,0,36,11-09-1986,Male,06-07-2012,Research Assistant II,Cleveland,Ohio,
37-1138366,Kimbra Cobden,Training,Active,HQ,0,43,02-05-1979,Male,09-03-2013,Research Assistant II,Cleveland,Ohio,
77-1276695,Nichols Thornhill,Training,Active,HQ,0,29,12/30/1993,Male,11-10-2014,Research Assistant II,Cleveland,Ohio,
66-4995476,Herminia Coulton,Training,Active,HQ,0,55,12-03-1967,Male,27-10-2014,Research Assistant II,Cleveland,Ohio,
48-0240213,Constancy Shreenan,Training,Active,HQ,0,24,09-04-1998,Male,18-03-2018,Research Assistant II,Cleveland,Ohio,
27-7659298,Teddie Handford,Training,Terminated,HQ,0,45,01-12-1977,Male,22-05-2018,Research Assistant II,Cleveland,Ohio,
15-9926989,Rubi Pear,Training,Active,HQ,0,22,01-09-2000,Male,16-07-2018,Research Assistant II,Cleveland,Ohio,
07-4394605,Melissa Aksell,Training,Active,HQ,0,56,3/15/1966,Male,14-08-2019,Research Assistant II,Cleveland,Ohio,
08-8849747,Blakeley Douche,Training,Active,HQ,0,35,1/25/1987,Male,02-09-2019,Research Assistant II,Cleveland,Ohio,
57-0153979,Tobye Wooff,Training,Active,HQ,0,41,04-05-1981,Male,14-12-2019,Research Assistant II,Cleveland,Ohio,
68-9704275,Kaila Nutt,Training,Terminated,HQ,0,35,01-07-1987,Male,15-08-2020,Research Assistant II,Cleveland,Ohio,
71-2979486,Dodi Milella,Training,Active,HQ,0,31,06-05-1991,Male,28-05-2002,Research Assistant III,Cleveland,Ohio,
92-4610746,Giralda Klimaszewski,Training,Active,HQ,0,54,1/20/1968,Male,08-10-2003,Research Assistant III,Cleveland,Ohio,
93-4130664,Creigh Schrei,Training,Active,HQ,0,38,9/29/1984,Male,31-05-2014,Administrative Officer,Cleveland,Ohio,
68-7533317,Lucine Ciciari,Training,Active,HQ,0,55,4/30/1967,Male,05-08-2016,Administrative Officer,Cleveland,Ohio,
34-1866764,Tarrah Deadman,Training,Active,HQ,0,41,11/17/1981,Male,13-04-2001,Analog Circuit Design manager,Cleveland,Ohio,
26-4641420,Cullen Durkin,Training,Active,HQ,0,30,3/23/1992,Male,06-11-2016,Analog Circuit Design manager,Cleveland,Ohio,
37-8273137,Juliet McCroary,Training,Active,HQ,0,28,01-08-1994,Male,08-08-2001,Analyst Programmer,Cleveland,Ohio,
42-6298562,Dieter Gillebride,Training,Active,HQ,0,38,6/29/1984,Male,04-03-2002,Analyst Programmer,Cleveland,Ohio,
15-4681932,Blanca Taffee,Training,Active,HQ,0,46,11-09-1976,Male,07-05-2002,Analyst Programmer,Cleveland,Ohio,
27-7780517,Clarie Lys,Training,Active,HQ,0,43,1/19/1979,Male,30-09-2002,Analyst Programmer,Cleveland,Ohio,
47-1993244,Costa Spyer,Training,Active,HQ,0,21,06-09-2001,Male,14-02-2003,Analyst Programmer,Cleveland,Ohio,
76-6410554,Kinny Croxley,Training,Active,HQ,0,56,11/30/1966,Male,14-03-2003,Analyst Programmer,Cleveland,Ohio,
94-4122487,Ruby Allday,Training,Active,HQ,0,46,1/23/1976,Male,10-10-2003,Analyst Programmer,Cleveland,Ohio,
78-2224167,Pete Watters,Training,Active,HQ,0,48,3/25/1974,Male,30-12-2003,Analyst Programmer,Cleveland,Ohio,
82-1917187,Killy McNaughton,Training,Active,HQ,0,43,5/22/1979,Male,26-01-2004,Analyst Programmer,Cleveland,Ohio,
83-9209497,Robbi Coverdale,Training,Active,HQ,0,40,8/20/1982,Male,13-03-2004,Analyst Programmer,Cleveland,Ohio,
10-4737702,Adamo De Few,Training,Active,HQ,0,55,4/18/1967,Male,29-12-2006,Analyst Programmer,Cleveland,Ohio,
24-1320915,Moyna Mulvihill,Training,Active,HQ,0,44,11-06-1978,Male,24-11-2008,Analyst Programmer,Cleveland,Ohio,
66-2555855,Eimile Denisard,Training,Active,HQ,0,43,4/25/1979,Male,07-06-2009,Analyst Programmer,Cleveland,Ohio,
75-3689467,Sonja Harfoot,Training,Active,HQ,0,25,2/26/1997,Male,02-07-2009,Analyst Programmer,Cleveland,Ohio,
41-6079439,Renado Espy,Training,Active,HQ,0,47,02-12-1975,Male,09-04-2012,Analyst Programmer,Cleveland,Ohio,
10-8935837,Templeton Kirkby,Training,Terminated,HQ,0,42,03-06-1980,Male,01-12-2012,Analyst Programmer,Cleveland,Ohio,
38-3601700,Cinnamon Fairfoul,Training,Active,HQ,0,45,01-04-1977,Male,08-01-2013,Analyst Programmer,Cleveland,Ohio,
79-5310479,Teriann Coultas,Training,Active,HQ,0,50,3/31/1972,Male,30-05-2013,Analyst Programmer,Cleveland,Ohio,
62-0882572,Harriett Pirri,Training,Active,HQ,0,23,4/15/1999,Male,10-05-2015,Analyst Programmer,Cleveland,Ohio,
81-4372214,Robbie Noad,Training,Active,HQ,0,34,08-05-1988,Male,01-12-2016,Analyst Programmer,Cleveland,Ohio,
18-7599989,Julie Rannald,Training,Active,HQ,0,47,6/22/1975,Male,25-12-2016,Analyst Programmer,Cleveland,Ohio,
73-2898481,Griffie Yegorov,Training,Active,HQ,0,34,11-03-1988,Male,19-10-2018,Analyst Programmer,Cleveland,Ohio,
12-9152663,Tobe Leagas,Training,Active,HQ,0,34,07-11-1988,Male,13-11-2018,Analyst Programmer,Cleveland,Ohio,
96-2424958,Haleigh Hatfield,Training,Active,HQ,0,47,01-03-1975,Male,16-01-2019,Analyst Programmer,Cleveland,Ohio,
55-4082692,Tate Mounsie,Training,Active,HQ,0,38,05-11-1984,Male,08-05-2019,Analyst Programmer,Cleveland,Ohio,
40-8460170,Elias Trytsman,Training,Terminated,HQ,0,55,4/13/1967,Male,17-09-2019,Analyst Programmer,Cleveland,Ohio,
73-2005071,Ambur Fitchew,Training,Terminated,HQ,0,50,10/19/1972,Male,21-09-2019,Analyst Programmer,Cleveland,Ohio,
05-4915246,Artemis Meachem,Training,Active,HQ,0,43,9/20/1979,Male,19-03-2013,Automation Specialist I,Cleveland,Ohio,
44-9703309,Winny Carbery,Training,Active,HQ,0,32,3/21/1990,Male,18-06-2007,Automation Specialist II,Cleveland,Ohio,
15-7257246,Layton Dottridge,Training,Active,HQ,0,34,1/19/1988,Male,15-06-2009,Automation Specialist II,Cleveland,Ohio,
33-5539183,Gretel Geach,Training,Active,HQ,0,34,03-04-1988,Male,02-06-2016,Automation Specialist III,Cleveland,Ohio,
11-0894834,Cristionna Temple,Training,Active,HQ,0,28,11/22/1994,Male,26-09-2001,Business Systems Development Analyst,Cleveland,Ohio,
13-2626803,Melisenda Ivankin,Training,Active,HQ,0,53,4/17/1969,Male,28-06-2009,Business Systems Development Analyst,Cleveland,Ohio,
45-9107610,Katherine Colling,Training,Active,HQ,0,22,8/22/2000,Male,03-08-2009,Business Systems Development Analyst,Cleveland,Ohio,
75-2676844,Robert Pray,Training,Active,HQ,0,55,4/30/1967,Male,10-10-2014,Business Systems Development Analyst,Cleveland,Ohio,
34-4893038,Ewart Swale,Training,Active,HQ,0,42,5/28/1980,Male,03-12-2014,Business Systems Development Analyst,Cleveland,Ohio,
10-3900752,Gleda Gyenes,Training,Active,HQ,0,26,01-08-1996,Male,11-11-2018,Business Systems Development Analyst,Cleveland,Ohio,
87-1616166,Lloyd Minnock,Training,Active,HQ,0,40,9/18/1982,Male,04-04-2015,Chief Design Engineer,Cleveland,Ohio,
19-8644329,Benyamin Cockshoot,Training,Active,HQ,0,56,12/30/1966,Male,21-11-2020,Chief Design Engineer,Cleveland,Ohio,
10-0490074,Amelina Compson,Training,Active,HQ,0,21,5/26/2001,Male,01-04-2001,Computer Systems Analyst I,Cleveland,Ohio,
19-4693815,Rica O' Dornan,Training,Active,HQ,0,27,2/27/1995,Male,10-07-2005,Computer Systems Analyst I,Cleveland,Ohio,
78-8225650,Debbi Tanzer,Training,Active,HQ,0,50,9/16/1972,Male,25-03-2008,Computer Systems Analyst I,Cleveland,Ohio,
26-1669609,Renato Wickrath,Training,Active,HQ,0,53,3/22/1969,Male,14-04-2013,Computer Systems Analyst I,Cleveland,Ohio,
35-7181844,Marena Linkleter,Training,Active,HQ,0,35,06-05-1987,Male,05-03-2020,Computer Systems Analyst I,Cleveland,Ohio,
89-9771860,Tonie Constance,Training,Active,HQ,0,20,01-07-2002,Male,31-03-2003,Computer Systems Analyst II,Cleveland,Ohio,
69-7399079,Angela Newart,Training,Active,HQ,0,50,3/20/1972,Male,11-11-2003,Computer Systems Analyst II,Cleveland,Ohio,
24-8150660,Patten Benmore,Training,Active,HQ,0,52,12/28/1970,Male,03-12-2009,Computer Systems Analyst II,Cleveland,Ohio,
04-9453103,Berny Meth,Training,Active,HQ,0,27,8/24/1995,Male,10-04-2014,Computer Systems Analyst II,Cleveland,Ohio,
26-2106221,Rozella La Rosa,Training,Terminated,HQ,0,32,7/27/1990,Male,19-05-2014,Computer Systems Analyst II,Cleveland,Ohio,
74-9939573,Pace Tordiffe,Training,Active,HQ,0,48,8/30/1974,Male,16-08-2001,Computer Systems Analyst III,Cleveland,Ohio,
16-7981504,Eadith Peaple,Training,Active,HQ,0,22,12/26/2000,Male,27-10-2008,Computer Systems Analyst III,Cleveland,Ohio,
37-0708955,Fey Sidebottom,Training,Active,HQ,0,40,4/18/1982,Male,10-09-2010,Computer Systems Analyst III,Cleveland,Ohio,
71-1410300,Aggy Klimecki,Training,Active,HQ,0,42,5/23/1980,Male,19-01-2017,Computer Systems Analyst III,Cleveland,Ohio,
78-7383597,Ernie Shefton,Training,Active,HQ,0,21,2/26/2001,Male,14-12-2000,Computer Systems Analyst IV,Cleveland,Ohio,
47-4287407,Hildegarde Cuerda,Training,Active,HQ,0,44,8/26/1978,Male,28-09-2010,Computer Systems Analyst IV,Cleveland,Ohio,
73-5341831,Jacinda Piscot,Training,Active,HQ,0,26,7/23/1996,Male,07-11-2010,Computer Systems Analyst IV,Cleveland,Ohio,
50-8088925,Matilda Hakonsen,Training,Active,HQ,0,27,10-08-1995,Male,22-08-2012,Computer Systems Analyst IV,Cleveland,Ohio,
92-0512510,Lothario King,Training,Active,HQ,0,27,10/22/1995,Male,15-11-2012,Computer Systems Analyst IV,Cleveland,Ohio,
80-9330980,Saxon MacShirrie,Training,Terminated,HQ,0,20,1/29/2002,Male,28-06-2020,Computer Systems Analyst IV,Cleveland,Ohio,
64-8033876,Nertie Kristoffersson,Training,Terminated,HQ,0,51,10/18/1971,Male,22-10-2000,Data Coordiator,Cleveland,Ohio,
91-8703445,Corie Josofovitz,Training,Terminated,HQ,0,47,09-04-1975,Male,02-10-2001,Data Coordiator,Cleveland,Ohio,
40-0028550,Stella Prettyman,Training,Active,HQ,0,29,08-08-1993,Male,04-11-2007,Data Coordiator,Cleveland,Ohio,
23-7908752,Garvey Merill,Training,Active,HQ,0,26,12-06-1996,Male,31-05-2011,Data Coordiator,Cleveland,Ohio,
11-0167300,Brigit Kadar,Training,Active,HQ,0,23,8/16/1999,Male,12-05-2012,Data Coordiator,Cleveland,Ohio,
07-1171302,Sybille Ettritch,Training,Active,HQ,0,26,8/15/1996,Male,27-06-2012,Data Coordiator,Cleveland,Ohio,
88-8508519,Thorn Burcombe,Training,Active,HQ,0,41,4/13/1981,Male,18-04-2014,Data Coordiator,Cleveland,Ohio,
94-2758716,Nikki Chatband,Training,Active,HQ,0,30,04-07-1992,Male,25-02-2015,Data Coordiator,Cleveland,Ohio,
13-5608210,Hort Abramovicz,Training,Active,HQ,0,25,2/20/1997,Male,02-04-2016,Data Coordiator,Cleveland,Ohio,
94-1946395,Mackenzie Branscombe,Training,Active,HQ,0,51,11-08-1971,Male,18-04-2016,Data Coordiator,Cleveland,Ohio,
20-4498357,Carny Rose,Training,Active,HQ,0,34,1/24/1988,Male,12-08-2017,Data Coordiator,Cleveland,Ohio,
17-6195067,Vincenz Goulborn,Training,Active,HQ,0,50,02-10-1972,Male,22-11-2017,Data Coordiator,Cleveland,Ohio,
12-6878434,Katrina Shernock,Training,Active,HQ,0,37,8/23/1985,Male,28-07-2018,Data Coordiator,Cleveland,Ohio,
45-8658437,Roxane Spinige,Training,Active,HQ,0,49,07-05-1973,Male,25-08-2018,Data Coordiator,Cleveland,Ohio,
44-8198146,Kippie Nabbs,Training,Active,HQ,0,26,06-10-1996,Male,21-11-2019,Data Coordiator,Cleveland,Ohio,
06-1022430,Cal Basham,Training,Active,HQ,0,42,11/14/1980,Male,29-12-2019,Data Coordiator,Cleveland,Ohio,
29-6257420,Barnabas Anthona,Training,Active,HQ,0,37,6/13/1985,Male,07-04-2020,Data Coordiator,Cleveland,Ohio,
52-7145295,Myrah Gauge,Training,Active,HQ,0,24,8/30/1998,Male,14-03-2001,Data Visualization Specialist,Cleveland,Ohio,
12-0652774,Aindrea Harder,Training,Terminated,HQ,0,26,01-04-1996,Male,10-06-2001,Data Visualization Specialist,Cleveland,Ohio,
28-5083802,Peta Lahy,Training,Active,HQ,0,55,6/19/1967,Male,04-12-2001,Data Visualization Specialist,Cleveland,Ohio,
99-4718658,Gare Brigg,Accounting,Active,HQ,0,38,7/24/1984,Male,01-01-2002,Data Visualization Specialist,Cleveland,Ohio,
46-1466131,Matthus Daubney,Accounting,Active,HQ,0,22,01-10-2000,Male,04-04-2002,Data Visualization Specialist,Cleveland,Ohio,
57-9420634,Vin Geerling,Accounting,Active,HQ,0,48,02-09-1974,Male,20-04-2003,Data Visualization Specialist,Cleveland,Ohio,
48-7733498,Petrina Labden,Accounting,Active,HQ,0,30,2/18/1992,Male,20-08-2004,Data Visualization Specialist,Cleveland,Ohio,
61-6851758,Joceline Emney,Accounting,Active,HQ,0,23,6/26/1999,Male,18-01-2008,Data Visualization Specialist,Cleveland,Ohio,
62-6891157,Mohandas Murcott,Accounting,Active,HQ,0,55,08-03-1967,Male,06-07-2008,Data Visualization Specialist,Cleveland,Ohio,
75-0681179,Minny Blaver,Accounting,Active,HQ,0,27,07-03-1995,Male,08-04-2010,Data Visualization Specialist,Cleveland,Ohio,
22-7493591,Jackie Baggarley,Accounting,Active,HQ,0,34,6/13/1988,Male,19-07-2010,Data Visualization Specialist,Cleveland,Ohio,
17-3058942,Dorisa McDuall,Accounting,Active,HQ,0,57,10/19/1965,Male,11-11-2013,Data Visualization Specialist,Cleveland,Ohio,
64-1403015,Tammi Chown,Accounting,Active,HQ,0,39,9/17/1983,Male,02-03-2016,Data Visualization Specialist,Cleveland,Ohio,
17-0927075,Noak Woolliams,Accounting,Active,HQ,0,33,06-12-1989,Male,04-07-2017,Data Visualization Specialist,Cleveland,Ohio,
93-9650788,Alejandrina Brewse,Accounting,Active,HQ,0,47,9/24/1975,Male,10-05-2019,Data Visualization Specialist,Cleveland,Ohio,
64-2634693,Tarrance Bernakiewicz,Accounting,Active,HQ,0,34,11-02-1988,Male,21-08-2019,Data Visualization Specialist,Cleveland,Ohio,
47-2363279,Cleveland Toogood,Accounting,Active,HQ,0,50,6/14/1972,Male,01-03-2020,Data Visualization Specialist,Cleveland,Ohio,
70-0076915,Robbie Mintoft,Accounting,Terminated,HQ,0,53,1/26/1969,Male,06-04-2020,Data Visualization Specialist,Cleveland,Ohio,
31-3815442,Bab McDavitt,Accounting,Active,HQ,0,39,7/23/1983,Male,13-01-2016,Database Administrator I,Cleveland,Ohio,
53-1512591,Siana Crut,Accounting,Active,HQ,0,32,09-10-1990,Male,10-04-2009,Database Administrator II,Cleveland,Ohio,
59-8016477,Shurlock Marnane,Accounting,Active,HQ,0,24,10-02-1998,Male,07-03-2015,Database Administrator II,Cleveland,Ohio,
96-4371988,Corrianne Manterfield,Accounting,Active,HQ,0,54,12/26/1968,Male,24-06-2015,Database Administrator II,Cleveland,Ohio,
53-7342262,Constantina Pexton,Accounting,Active,HQ,0,46,06-05-1976,Male,16-06-2019,Database Administrator II,Cleveland,Ohio,
63-9749587,Bob Swann,Accounting,Active,HQ,0,32,7/20/1990,Male,14-11-2020,Database Administrator II,Cleveland,Ohio,
78-7435440,Willard Bampkin,Accounting,Active,HQ,0,36,11-03-1986,Male,12-06-2000,Database Administrator III,Cleveland,Ohio,
44-9159081,Craig Fielden,Accounting,Active,HQ,0,50,12/14/1972,Male,20-01-2008,Database Administrator III,Cleveland,Ohio,
24-2065801,Siouxie Stoker,Accounting,Active,HQ,0,30,06-05-1992,Male,30-01-2012,Database Administrator III,Cleveland,Ohio,
08-4405420,Eldredge Dean,Accounting,Active,HQ,0,26,9/13/1996,Male,21-02-2002,Database Administrator IV,Cleveland,Ohio,
63-9974131,Roxi Olivier,Accounting,Active,HQ,0,56,11/19/1966,Male,03-08-2002,Database Administrator IV,Cleveland,Ohio,
70-9801109,Carlen Champagne,Accounting,Active,HQ,0,43,03-04-1979,Male,26-07-2009,Database Administrator IV,Cleveland,Ohio,
82-7968788,Maridel Riditch,Accounting,Active,HQ,0,54,3/21/1968,Male,11-12-2011,Database Administrator IV,Cleveland,Ohio,
98-4945821,Mel Fagg,Accounting,Active,HQ,0,48,07-12-1974,Male,03-06-2005,Design Engineer,Cleveland,Ohio,
10-4950395,Reynard Wallace,Accounting,Active,HQ,0,44,11-08-1978,Male,03-05-2003,Developer I,Cleveland,Ohio,
67-7391434,Bianka Featherston,Accounting,Active,HQ,0,46,03-04-1976,Male,05-08-2005,Developer I,Cleveland,Ohio,
06-8204915,Liuka Vercruysse,Accounting,Active,HQ,0,35,10/17/1987,Male,27-06-2006,Developer I,Cleveland,Ohio,
59-8449971,Carlen Foot,Accounting,Active,HQ,0,56,5/19/1966,Male,10-12-2008,Developer I,Cleveland,Ohio,
67-4477143,Fanni Palphreyman,Accounting,Active,HQ,0,41,9/17/1981,Male,31-12-2012,Developer I,Cleveland,Ohio,
99-6754958,Rockie Fechnie,Accounting,Active,HQ,0,51,04-04-1971,Male,24-08-2016,Developer I,Cleveland,Ohio,
38-5901889,Luke Dicky,Accounting,Active,HQ,0,34,3/18/1988,Male,20-12-2000,Developer II,Cleveland,Ohio,
98-6142544,Christos Romaine,Accounting,Active,HQ,0,45,9/22/1977,Male,17-08-2007,Developer II,Cleveland,Ohio,
38-2968208,Patric Gorry,Accounting,Active,HQ,0,28,11-12-1994,Male,01-08-2012,Developer II,Cleveland,Ohio,
19-5967843,Theresita Steanyng,Accounting,Active,HQ,0,26,4/19/1996,Male,18-04-2006,Developer III,Cleveland,Ohio,
93-6004555,Wesley Davidovsky,Accounting,Active,HQ,0,29,6/19/1993,Male,06-07-2009,Developer IV,Cleveland,Ohio,
30-2278762,Andrea O'Lochan,Accounting,Active,HQ,0,47,06-02-1975,Male,18-11-2014,Developer IV,Cleveland,Ohio,
71-6198915,Winnah Ayllett,Accounting,Terminated,HQ,0,32,3/16/1990,Male,16-03-2017,Developer IV,Cleveland,Ohio,
28-8283999,Lark Fernehough,Accounting,Active,HQ,0,53,4/30/1969,Male,18-09-2008,Electrical Engineer,Cleveland,Ohio,
72-3692591,Terencio Chatwin,Accounting,Active,HQ,0,48,7/25/1974,Male,22-10-2012,Electrical Engineer,Cleveland,Ohio,
81-0270003,Tiena Frankham,Accounting,Active,HQ,0,25,2/21/1997,Male,20-12-2001,Information Systems Manager,Cleveland,Ohio,
50-4543324,Pierre Backe,Accounting,Active,HQ,0,51,1/23/1971,Male,11-05-2013,Information Systems Manager,Cleveland,Ohio,
09-4064433,Lorenzo Scarlon,Accounting,Terminated,HQ,0,47,1/16/1975,Male,30-12-2008,Product Engineer,Cleveland,Ohio,
11-9741933,Mile Tomkys,Accounting,Active,HQ,0,55,12-05-1967,Male,05-02-2009,Programmer Analyst I,Cleveland,Ohio,
98-6137415,Jude Truggian,Accounting,Active,HQ,0,53,11/13/1969,Male,31-12-2017,Programmer Analyst I,Cleveland,Ohio,
45-6718426,Gan Aliman,Accounting,Active,HQ,0,38,2/21/1984,Male,27-10-2020,Programmer Analyst I,Cleveland,Ohio,
72-1848000,Egon Parlott,Accounting,Active,HQ,0,20,07-04-2002,Male,02-06-2002,Programmer Analyst II,Cleveland,Ohio,
36-8797972,Crissy Dict,Accounting,Active,HQ,0,54,7/31/1968,Male,04-03-2006,Programmer Analyst II,Cleveland,Ohio,
58-3858242,Bevan Loveguard,Accounting,Active,HQ,0,22,10-06-2000,Male,09-05-2007,Programmer Analyst II,Cleveland,Ohio,
17-2611490,Modesta Saller,Accounting,Active,HQ,0,41,10/24/1981,Male,24-06-2009,Programmer Analyst II,Cleveland,Ohio,
74-6860093,Sophey Lared,Accounting,Active,HQ,0,36,9/15/1986,Male,03-06-2018,Programmer Analyst II,Cleveland,Ohio,
16-0235757,Alphard Smithson,Accounting,Active,HQ,0,43,11/17/1979,Male,22-06-2001,Programmer Analyst III,Cleveland,Ohio,
08-2154069,Xenia Bates,Accounting,Active,HQ,0,47,6/28/1975,Male,05-02-2004,Programmer Analyst III,Cleveland,Ohio,
72-2990112,Rockey Bohler,Accounting,Active,HQ,0,31,09-12-1991,Male,06-08-2007,Programmer Analyst III,Cleveland,Ohio,
34-5987858,Francyne Deetch,Accounting,Active,HQ,0,51,1/25/1971,Male,22-04-2010,Programmer Analyst III,Cleveland,Ohio,
96-5525010,Roderick Archbald,Accounting,Active,HQ,0,42,11/19/1980,Male,13-01-2001,Programmer Analyst IV,Cleveland,Ohio,
82-3065327,Bride Redferne,Accounting,Active,HQ,0,39,11/29/1983,Male,20-01-2001,Programmer Analyst IV,Cleveland,Ohio,
09-0459584,Rori Prettyjohn,Accounting,Active,HQ,0,49,07-12-1973,Male,22-03-2007,Programmer Analyst IV,Cleveland,Ohio,
74-6648182,Fanny Herety,Accounting,Active,HQ,0,42,12-07-1980,Male,04-09-2019,Programmer Analyst IV,Cleveland,Ohio,
72-8212143,Ashlen Essery,Accounting,Active,HQ,0,52,08-01-1970,Male,16-08-2004,Programmer I,Cleveland,Ohio,
30-2943071,Gale Habbes,Accounting,Active,HQ,0,46,12/18/1976,Male,22-07-2005,Programmer I,Cleveland,Ohio,
70-9924490,Cello Chasen,Accounting,Active,HQ,0,53,8/15/1969,Male,23-08-2017,Programmer I,Cleveland,Ohio,
45-3926532,Pearle Nacci,Accounting,Terminated,HQ,0,50,12/18/1972,Male,29-01-2004,Programmer II,Cleveland,Ohio,
44-7540792,Veda Viccary,Accounting,Active,HQ,0,30,07-08-1992,Male,04-05-2010,Programmer II,Cleveland,Ohio,
31-3294273,Gratia Colcomb,Accounting,Active,HQ,0,38,9/29/1984,Male,15-05-2001,Programmer III,Cleveland,Ohio,
71-6887568,Ann-marie Ward,Accounting,Active,HQ,0,51,01-04-1971,Male,23-06-2006,Programmer III,Cleveland,Ohio,
12-0303791,Sophey Slaughter,Accounting,Active,HQ,0,48,4/29/1974,Male,17-10-2009,Programmer III,Cleveland,Ohio,
05-4773660,Amye Westmoreland,Accounting,Active,HQ,0,25,3/21/1997,Male,13-06-2012,Programmer III,Cleveland,Ohio,
62-1386880,Clive Weddell,Accounting,Active,HQ,0,37,3/19/1985,Male,02-09-2012,Programmer III,Cleveland,Ohio,
66-9356432,Carny Nowell,Accounting,Active,HQ,0,46,02-12-1976,Male,14-09-2015,Programmer III,Cleveland,Ohio,
44-4619661,Marlowe Yeoman,Accounting,Active,HQ,0,28,1/18/1994,Male,28-11-2020,Programmer III,Cleveland,Ohio,
87-0710715,Chryste Artharg,Accounting,Active,HQ,0,21,06-02-2001,Male,21-08-2003,Programmer IV,Cleveland,Ohio,
35-2603864,Tricia Buxton,Accounting,Active,HQ,0,47,11-04-1975,Male,03-12-2005,Programmer IV,Cleveland,Ohio,
99-3049395,Terri-jo Ruilton,Accounting,Active,HQ,0,37,8/28/1985,Male,23-12-2004,Quality Engineer,Cleveland,Ohio,
